"Date","Amount_Theft"
"2012-06-21",252
"2012-06-22",261
"2012-06-23",239
"2012-06-24",226
"2012-06-25",234
"2012-06-26",237
"2012-06-27",247
"2012-06-28",242
"2012-06-29",276
"2012-06-30",235
"2012-07-01",280
"2012-07-02",263
"2012-07-03",261
"2012-07-04",215
"2012-07-05",199
"2012-07-06",217
"2012-07-07",240
"2012-07-08",197
"2012-07-09",239
"2012-07-10",215
"2012-07-11",232
"2012-07-12",268
"2012-07-13",250
"2012-07-14",247
"2012-07-15",242
"2012-07-16",233
"2012-07-17",236
"2012-07-18",227
"2012-07-19",222
"2012-07-20",249
"2012-07-21",225
"2012-07-22",209
"2012-07-23",248
"2012-07-24",222
"2012-07-25",235
"2012-07-26",222
"2012-07-27",259
"2012-07-28",250
"2012-07-29",221
"2012-07-30",214
"2012-07-31",226
"2012-08-01",292
"2012-08-02",216
"2012-08-03",254
"2012-08-04",236
"2012-08-05",222
"2012-08-06",233
"2012-08-07",245
"2012-08-08",236
"2012-08-09",221
"2012-08-10",229
"2012-08-11",239
"2012-08-12",208
"2012-08-13",233
"2012-08-14",218
"2012-08-15",273
"2012-08-16",220
"2012-08-17",227
"2012-08-18",229
"2012-08-19",200
"2012-08-20",209
"2012-08-21",229
"2012-08-22",215
"2012-08-23",215
"2012-08-24",232
"2012-08-25",221
"2012-08-26",182
"2012-08-27",207
"2012-08-28",208
"2012-08-29",242
"2012-08-30",211
"2012-08-31",224
"2012-09-01",279
"2012-09-02",201
"2012-09-03",181
"2012-09-04",233
"2012-09-05",197
"2012-09-06",216
"2012-09-07",236
"2012-09-08",248
"2012-09-09",211
"2012-09-10",213
"2012-09-11",226
"2012-09-12",203
"2012-09-13",220
"2012-09-14",241
"2012-09-15",254
"2012-09-16",201
"2012-09-17",220
"2012-09-18",217
"2012-09-19",204
"2012-09-20",236
"2012-09-21",264
"2012-09-22",205
"2012-09-23",189
"2012-09-24",200
"2012-09-25",178
"2012-09-26",203
"2012-09-27",215
"2012-09-28",238
"2012-09-29",227
"2012-09-30",205
"2012-10-01",290
"2012-10-02",172
"2012-10-03",217
"2012-10-04",213
"2012-10-05",226
"2012-10-06",175
"2012-10-07",175
"2012-10-08",209
"2012-10-09",188
"2012-10-10",208
"2012-10-11",194
"2012-10-12",228
"2012-10-13",208
"2012-10-14",182
"2012-10-15",212
"2012-10-16",190
"2012-10-17",210
"2012-10-18",213
"2012-10-19",210
"2012-10-20",207
"2012-10-21",183
"2012-10-22",203
"2012-10-23",204
"2012-10-24",221
"2012-10-25",218
"2012-10-26",226
"2012-10-27",209
"2012-10-28",185
"2012-10-29",210
"2012-10-30",228
"2012-10-31",185
"2012-11-01",243
"2012-11-02",235
"2012-11-03",168
"2012-11-04",159
"2012-11-05",206
"2012-11-06",167
"2012-11-07",221
"2012-11-08",200
"2012-11-09",223
"2012-11-10",242
"2012-11-11",178
"2012-11-12",209
"2012-11-13",202
"2012-11-14",189
"2012-11-15",239
"2012-11-16",230
"2012-11-17",223
"2012-11-18",181
"2012-11-19",195
"2012-11-20",215
"2012-11-21",211
"2012-11-22",133
"2012-11-23",199
"2012-11-24",200
"2012-11-25",170
"2012-11-26",183
"2012-11-27",209
"2012-11-28",185
"2012-11-29",237
"2012-11-30",231
"2012-12-01",256
"2012-12-02",159
"2012-12-03",173
"2012-12-04",204
"2012-12-05",211
"2012-12-06",191
"2012-12-07",229
"2012-12-08",185
"2012-12-09",175
"2012-12-10",202
"2012-12-11",213
"2012-12-12",245
"2012-12-13",196
"2012-12-14",225
"2012-12-15",241
"2012-12-16",163
"2012-12-17",196
"2012-12-18",204
"2012-12-19",200
"2012-12-20",215
"2012-12-21",180
"2012-12-22",187
"2012-12-23",175
"2012-12-24",178
"2012-12-25",92
"2012-12-26",138
"2012-12-27",139
"2012-12-28",181
"2012-12-29",199
"2012-12-30",142
"2012-12-31",172
"2013-01-01",253
"2013-01-02",183
"2013-01-03",144
"2013-01-04",201
"2013-01-05",160
"2013-01-06",147
"2013-01-07",171
"2013-01-08",161
"2013-01-09",198
"2013-01-10",194
"2013-01-11",191
"2013-01-12",166
"2013-01-13",144
"2013-01-14",174
"2013-01-15",203
"2013-01-16",159
"2013-01-17",167
"2013-01-18",204
"2013-01-19",178
"2013-01-20",123
"2013-01-21",132
"2013-01-22",175
"2013-01-23",186
"2013-01-24",184
"2013-01-25",197
"2013-01-26",181
"2013-01-27",152
"2013-01-28",206
"2013-01-29",188
"2013-01-30",178
"2013-01-31",165
"2013-02-01",240
"2013-02-02",173
"2013-02-03",103
"2013-02-04",155
"2013-02-05",172
"2013-02-06",161
"2013-02-07",168
"2013-02-08",190
"2013-02-09",181
"2013-02-10",153
"2013-02-11",173
"2013-02-12",171
"2013-02-13",180
"2013-02-14",148
"2013-02-15",216
"2013-02-16",157
"2013-02-17",121
"2013-02-18",147
"2013-02-19",168
"2013-02-20",165
"2013-02-21",158
"2013-02-22",164
"2013-02-23",127
"2013-02-24",128
"2013-02-25",154
"2013-02-26",143
"2013-02-27",177
"2013-02-28",151
"2013-03-01",232
"2013-03-02",152
"2013-03-03",146
"2013-03-04",169
"2013-03-05",158
"2013-03-06",130
"2013-03-07",176
"2013-03-08",197
"2013-03-09",165
"2013-03-10",134
"2013-03-11",183
"2013-03-12",205
"2013-03-13",193
"2013-03-14",166
"2013-03-15",204
"2013-03-16",154
"2013-03-17",144
"2013-03-18",195
"2013-03-19",167
"2013-03-20",171
"2013-03-21",165
"2013-03-22",214
"2013-03-23",168
"2013-03-24",138
"2013-03-25",175
"2013-03-26",167
"2013-03-27",154
"2013-03-28",195
"2013-03-29",192
"2013-03-30",193
"2013-03-31",136
"2013-04-01",248
"2013-04-02",178
"2013-04-03",172
"2013-04-04",195
"2013-04-05",210
"2013-04-06",163
"2013-04-07",140
"2013-04-08",177
"2013-04-09",176
"2013-04-10",200
"2013-04-11",169
"2013-04-12",207
"2013-04-13",181
"2013-04-14",155
"2013-04-15",222
"2013-04-16",170
"2013-04-17",152
"2013-04-18",176
"2013-04-19",193
"2013-04-20",179
"2013-04-21",158
"2013-04-22",201
"2013-04-23",166
"2013-04-24",190
"2013-04-25",198
"2013-04-26",233
"2013-04-27",181
"2013-04-28",170
"2013-04-29",211
"2013-04-30",191
"2013-05-01",268
"2013-05-02",170
"2013-05-03",206
"2013-05-04",190
"2013-05-05",194
"2013-05-06",196
"2013-05-07",201
"2013-05-08",213
"2013-05-09",188
"2013-05-10",209
"2013-05-11",166
"2013-05-12",169
"2013-05-13",197
"2013-05-14",197
"2013-05-15",241
"2013-05-16",229
"2013-05-17",217
"2013-05-18",217
"2013-05-19",166
"2013-05-20",192
"2013-05-21",208
"2013-05-22",230
"2013-05-23",179
"2013-05-24",205
"2013-05-25",186
"2013-05-26",144
"2013-05-27",167
"2013-05-28",214
"2013-05-29",193
"2013-05-30",216
"2013-05-31",197
"2013-06-01",253
"2013-06-02",171
"2013-06-03",223
"2013-06-04",213
"2013-06-05",215
"2013-06-06",217
"2013-06-07",178
"2013-06-08",193
"2013-06-09",182
"2013-06-10",201
"2013-06-11",206
"2013-06-12",213
"2013-06-13",216
"2013-06-14",245
"2013-06-15",218
"2013-06-16",216
"2013-06-17",240
"2013-06-18",210
"2013-06-19",204
"2013-06-20",244
"2013-06-21",220
"2013-06-22",203
"2013-06-23",171
"2013-06-24",189
"2013-06-25",196
"2013-06-26",205
"2013-06-27",202
"2013-06-28",221
"2013-06-29",209
"2013-06-30",218
"2013-07-01",286
"2013-07-02",221
"2013-07-03",232
"2013-07-04",195
"2013-07-05",195
"2013-07-06",224
"2013-07-07",204
"2013-07-08",222
"2013-07-09",245
"2013-07-10",212
"2013-07-11",227
"2013-07-12",235
"2013-07-13",228
"2013-07-14",232
"2013-07-15",261
"2013-07-16",205
"2013-07-17",241
"2013-07-18",226
"2013-07-19",237
"2013-07-20",218
"2013-07-21",245
"2013-07-22",272
"2013-07-23",241
"2013-07-24",242
"2013-07-25",234
"2013-07-26",245
"2013-07-27",219
"2013-07-28",191
"2013-07-29",240
"2013-07-30",229
"2013-07-31",218
"2013-08-01",253
"2013-08-02",256
"2013-08-03",268
"2013-08-04",228
"2013-08-05",209
"2013-08-06",210
"2013-08-07",231
"2013-08-08",211
"2013-08-09",229
"2013-08-10",257
"2013-08-11",182
"2013-08-12",261
"2013-08-13",265
"2013-08-14",265
"2013-08-15",237
"2013-08-16",240
"2013-08-17",255
"2013-08-18",207
"2013-08-19",234
"2013-08-20",230
"2013-08-21",216
"2013-08-22",202
"2013-08-23",221
"2013-08-24",240
"2013-08-25",229
"2013-08-26",224
"2013-08-27",211
"2013-08-28",219
"2013-08-29",215
"2013-08-30",252
"2013-08-31",223
"2013-09-01",251
"2013-09-02",228
"2013-09-03",226
"2013-09-04",196
"2013-09-05",236
"2013-09-06",222
"2013-09-07",236
"2013-09-08",177
"2013-09-09",213
"2013-09-10",204
"2013-09-11",187
"2013-09-12",208
"2013-09-13",233
"2013-09-14",222
"2013-09-15",194
"2013-09-16",199
"2013-09-17",232
"2013-09-18",247
"2013-09-19",200
"2013-09-20",257
"2013-09-21",205
"2013-09-22",167
"2013-09-23",247
"2013-09-24",223
"2013-09-25",217
"2013-09-26",219
"2013-09-27",244
"2013-09-28",223
"2013-09-29",204
"2013-09-30",212
"2013-10-01",269
"2013-10-02",205
"2013-10-03",223
"2013-10-04",203
"2013-10-05",188
"2013-10-06",167
"2013-10-07",186
"2013-10-08",191
"2013-10-09",216
"2013-10-10",237
"2013-10-11",221
"2013-10-12",217
"2013-10-13",184
"2013-10-14",193
"2013-10-15",192
"2013-10-16",183
"2013-10-17",194
"2013-10-18",234
"2013-10-19",183
"2013-10-20",178
"2013-10-21",188
"2013-10-22",170
"2013-10-23",202
"2013-10-24",182
"2013-10-25",239
"2013-10-26",205
"2013-10-27",153
"2013-10-28",199
"2013-10-29",195
"2013-10-30",205
"2013-10-31",203
"2013-11-01",237
"2013-11-02",161
"2013-11-03",187
"2013-11-04",196
"2013-11-05",221
"2013-11-06",201
"2013-11-07",202
"2013-11-08",221
"2013-11-09",194
"2013-11-10",158
"2013-11-11",168
"2013-11-12",181
"2013-11-13",221
"2013-11-14",164
"2013-11-15",261
"2013-11-16",204
"2013-11-17",162
"2013-11-18",229
"2013-11-19",207
"2013-11-20",209
"2013-11-21",233
"2013-11-22",225
"2013-11-23",149
"2013-11-24",154
"2013-11-25",175
"2013-11-26",222
"2013-11-27",201
"2013-11-28",108
"2013-11-29",203
"2013-11-30",154
"2013-12-01",207
"2013-12-02",191
"2013-12-03",207
"2013-12-04",207
"2013-12-05",211
"2013-12-06",176
"2013-12-07",162
"2013-12-08",145
"2013-12-09",178
"2013-12-10",161
"2013-12-11",156
"2013-12-12",164
"2013-12-13",204
"2013-12-14",152
"2013-12-15",128
"2013-12-16",171
"2013-12-17",177
"2013-12-18",177
"2013-12-19",183
"2013-12-20",222
"2013-12-21",209
"2013-12-22",178
"2013-12-23",185
"2013-12-24",165
"2013-12-25",62
"2013-12-26",145
"2013-12-27",189
"2013-12-28",165
"2013-12-29",146
"2013-12-30",148
"2013-12-31",149
"2014-01-01",167
"2014-01-02",101
"2014-01-03",129
"2014-01-04",137
"2014-01-05",85
"2014-01-06",82
"2014-01-07",103
"2014-01-08",133
"2014-01-09",134
"2014-01-10",157
"2014-01-11",157
"2014-01-12",147
"2014-01-13",188
"2014-01-14",149
"2014-01-15",160
"2014-01-16",173
"2014-01-17",190
"2014-01-18",132
"2014-01-19",137
"2014-01-20",172
"2014-01-21",126
"2014-01-22",140
"2014-01-23",138
"2014-01-24",178
"2014-01-25",146
"2014-01-26",112
"2014-01-27",132
"2014-01-28",109
"2014-01-29",175
"2014-01-30",165
"2014-01-31",192
"2014-02-01",157
"2014-02-02",106
"2014-02-03",180
"2014-02-04",155
"2014-02-05",125
"2014-02-06",141
"2014-02-07",159
"2014-02-08",141
"2014-02-09",126
"2014-02-10",143
"2014-02-11",136
"2014-02-12",133
"2014-02-13",159
"2014-02-14",170
"2014-02-15",135
"2014-02-16",125
"2014-02-17",146
"2014-02-18",138
"2014-02-19",156
"2014-02-20",142
"2014-02-21",179
"2014-02-22",129
"2014-02-23",128
"2014-02-24",144
"2014-02-25",145
"2014-02-26",141
"2014-02-27",130
"2014-02-28",148
"2014-03-01",140
"2014-03-02",95
"2014-03-03",95
"2014-03-04",117
"2014-03-05",150
"2014-03-06",143
"2014-03-07",165
"2014-03-08",145
"2014-03-09",121
"2014-03-10",177
"2014-03-11",115
"2014-03-12",128
"2014-03-13",138
"2014-03-14",174
"2014-03-15",177
"2014-03-16",128
"2014-03-17",152
"2014-03-18",176
"2014-03-19",170
"2014-03-20",142
"2014-03-21",159
"2014-03-22",159
"2014-03-23",132
"2014-03-24",145
"2014-03-25",159
"2014-03-26",149
"2014-03-27",158
"2014-03-28",155
"2014-03-29",153
"2014-03-30",149
"2014-03-31",148
"2014-04-01",212
"2014-04-02",134
"2014-04-03",180
"2014-04-04",176
"2014-04-05",177
"2014-04-06",134
"2014-04-07",154
"2014-04-08",149
"2014-04-09",139
"2014-04-10",166
"2014-04-11",149
"2014-04-12",158
"2014-04-13",122
"2014-04-14",151
"2014-04-15",153
"2014-04-16",190
"2014-04-17",167
"2014-04-18",184
"2014-04-19",164
"2014-04-20",123
"2014-04-21",157
"2014-04-22",172
"2014-04-23",169
"2014-04-24",167
"2014-04-25",187
"2014-04-26",176
"2014-04-27",130
"2014-04-28",155
"2014-04-29",177
"2014-04-30",164
"2014-05-01",177
"2014-05-02",179
"2014-05-03",154
"2014-05-04",150
"2014-05-05",201
"2014-05-06",165
"2014-05-07",160
"2014-05-08",157
"2014-05-09",178
"2014-05-10",162
"2014-05-11",142
"2014-05-12",181
"2014-05-13",187
"2014-05-14",175
"2014-05-15",161
"2014-05-16",196
"2014-05-17",164
"2014-05-18",161
"2014-05-19",173
"2014-05-20",187
"2014-05-21",184
"2014-05-22",181
"2014-05-23",189
"2014-05-24",161
"2014-05-25",140
"2014-05-26",178
"2014-05-27",172
"2014-05-28",169
"2014-05-29",174
"2014-05-30",195
"2014-05-31",199
"2014-06-01",205
"2014-06-02",205
"2014-06-03",202
"2014-06-04",174
"2014-06-05",207
"2014-06-06",172
"2014-06-07",185
"2014-06-08",165
"2014-06-09",203
"2014-06-10",154
"2014-06-11",179
"2014-06-12",192
"2014-06-13",255
"2014-06-14",167
"2014-06-15",187
"2014-06-16",203
"2014-06-17",188
"2014-06-18",178
"2014-06-19",194
"2014-06-20",215
"2014-06-21",207
"2014-06-22",215
"2014-06-23",183
"2014-06-24",200
"2014-06-25",231
"2014-06-26",226
"2014-06-27",201
"2014-06-28",183
"2014-06-29",180
"2014-06-30",183
"2014-07-01",236
"2014-07-02",209
"2014-07-03",216
"2014-07-04",170
"2014-07-05",191
"2014-07-06",181
"2014-07-07",212
"2014-07-08",189
"2014-07-09",208
"2014-07-10",206
"2014-07-11",235
"2014-07-12",158
"2014-07-13",173
"2014-07-14",214
"2014-07-15",211
"2014-07-16",221
"2014-07-17",200
"2014-07-18",217
"2014-07-19",185
"2014-07-20",193
"2014-07-21",204
"2014-07-22",191
"2014-07-23",223
"2014-07-24",215
"2014-07-25",241
"2014-07-26",213
"2014-07-27",189
"2014-07-28",236
"2014-07-29",205
"2014-07-30",196
"2014-07-31",198
"2014-08-01",250
"2014-08-02",208
"2014-08-03",172
"2014-08-04",157
"2014-08-05",165
"2014-08-06",175
"2014-08-07",191
"2014-08-08",212
"2014-08-09",192
"2014-08-10",163
"2014-08-11",201
"2014-08-12",170
"2014-08-13",210
"2014-08-14",208
"2014-08-15",196
"2014-08-16",215
"2014-08-17",210
"2014-08-18",190
"2014-08-19",186
"2014-08-20",190
"2014-08-21",167
"2014-08-22",204
"2014-08-23",172
"2014-08-24",170
"2014-08-25",186
"2014-08-26",205
"2014-08-27",153
"2014-08-28",193
"2014-08-29",197
"2014-08-30",197
"2014-08-31",179
"2014-09-01",217
"2014-09-02",190
"2014-09-03",149
"2014-09-04",184
"2014-09-05",215
"2014-09-06",198
"2014-09-07",170
"2014-09-08",156
"2014-09-09",188
"2014-09-10",140
"2014-09-11",160
"2014-09-12",182
"2014-09-13",146
"2014-09-14",154
"2014-09-15",177
"2014-09-16",177
"2014-09-17",191
"2014-09-18",189
"2014-09-19",203
"2014-09-20",173
"2014-09-21",194
"2014-09-22",176
"2014-09-23",224
"2014-09-24",190
"2014-09-25",168
"2014-09-26",205
"2014-09-27",201
"2014-09-28",196
"2014-09-29",185
"2014-09-30",186
"2014-10-01",211
"2014-10-02",190
"2014-10-03",175
"2014-10-04",155
"2014-10-05",145
"2014-10-06",157
"2014-10-07",189
"2014-10-08",184
"2014-10-09",159
"2014-10-10",193
"2014-10-11",181
"2014-10-12",187
"2014-10-13",150
"2014-10-14",184
"2014-10-15",196
"2014-10-16",173
"2014-10-17",210
"2014-10-18",179
"2014-10-19",191
"2014-10-20",175
"2014-10-21",173
"2014-10-22",190
"2014-10-23",181
"2014-10-24",174
"2014-10-25",175
"2014-10-26",153
"2014-10-27",176
"2014-10-28",190
"2014-10-29",207
"2014-10-30",179
"2014-10-31",180
"2014-11-01",201
"2014-11-02",149
"2014-11-03",143
"2014-11-04",193
"2014-11-05",147
"2014-11-06",144
"2014-11-07",180
"2014-11-08",160
"2014-11-09",143
"2014-11-10",157
"2014-11-11",157
"2014-11-12",123
"2014-11-13",166
"2014-11-14",168
"2014-11-15",186
"2014-11-16",117
"2014-11-17",132
"2014-11-18",140
"2014-11-19",143
"2014-11-20",131
"2014-11-21",168
"2014-11-22",167
"2014-11-23",141
"2014-11-24",129
"2014-11-25",172
"2014-11-26",185
"2014-11-27",84
"2014-11-28",117
"2014-11-29",161
"2014-11-30",135
"2014-12-01",169
"2014-12-02",156
"2014-12-03",169
"2014-12-04",180
"2014-12-05",169
"2014-12-06",159
"2014-12-07",122
"2014-12-08",158
"2014-12-09",140
"2014-12-10",162
"2014-12-11",157
"2014-12-12",174
"2014-12-13",175
"2014-12-14",137
"2014-12-15",164
"2014-12-16",149
"2014-12-17",171
"2014-12-18",169
"2014-12-19",166
"2014-12-20",167
"2014-12-21",150
"2014-12-22",179
"2014-12-23",172
"2014-12-24",144
"2014-12-25",63
"2014-12-26",113
"2014-12-27",163
"2014-12-28",133
"2014-12-29",154
"2014-12-30",125
"2014-12-31",141
"2015-01-01",152
"2015-01-02",130
"2015-01-03",136
"2015-01-04",108
"2015-01-05",123
"2015-01-06",124
"2015-01-07",101
"2015-01-08",96
"2015-01-09",107
"2015-01-10",140
"2015-01-11",146
"2015-01-12",149
"2015-01-13",141
"2015-01-14",133
"2015-01-15",164
"2015-01-16",167
"2015-01-17",156
"2015-01-18",156
"2015-01-19",156
"2015-01-20",184
"2015-01-21",160
"2015-01-22",172
"2015-01-23",156
"2015-01-24",163
"2015-01-25",133
"2015-01-26",153
"2015-01-27",125
"2015-01-28",155
"2015-01-29",163
"2015-01-30",140
"2015-01-31",114
"2015-02-01",104
"2015-02-02",90
"2015-02-03",110
"2015-02-04",116
"2015-02-05",110
"2015-02-06",131
"2015-02-07",113
"2015-02-08",112
"2015-02-09",131
"2015-02-10",120
"2015-02-11",123
"2015-02-12",123
"2015-02-13",121
"2015-02-14",121
"2015-02-15",95
"2015-02-16",99
"2015-02-17",128
"2015-02-18",113
"2015-02-19",103
"2015-02-20",130
"2015-02-21",140
"2015-02-22",104
"2015-02-23",130
"2015-02-24",114
"2015-02-25",96
"2015-02-26",112
"2015-02-27",135
"2015-02-28",104
"2015-03-01",130
"2015-03-02",131
"2015-03-03",115
"2015-03-04",120
"2015-03-05",110
"2015-03-06",135
"2015-03-07",122
"2015-03-08",133
"2015-03-09",137
"2015-03-10",142
"2015-03-11",150
"2015-03-12",158
"2015-03-13",159
"2015-03-14",159
"2015-03-15",143
"2015-03-16",158
"2015-03-17",147
"2015-03-18",131
"2015-03-19",154
"2015-03-20",147
"2015-03-21",133
"2015-03-22",130
"2015-03-23",140
"2015-03-24",142
"2015-03-25",130
"2015-03-26",123
"2015-03-27",130
"2015-03-28",140
"2015-03-29",128
"2015-03-30",163
"2015-03-31",134
"2015-04-01",189
"2015-04-02",163
"2015-04-03",150
"2015-04-04",143
"2015-04-05",119
"2015-04-06",148
"2015-04-07",139
"2015-04-08",148
"2015-04-09",128
"2015-04-10",164
"2015-04-11",139
"2015-04-12",138
"2015-04-13",156
"2015-04-14",139
"2015-04-15",164
"2015-04-16",136
"2015-04-17",159
"2015-04-18",186
"2015-04-19",153
"2015-04-20",176
"2015-04-21",150
"2015-04-22",144
"2015-04-23",147
"2015-04-24",167
"2015-04-25",142
"2015-04-26",136
"2015-04-27",148
"2015-04-28",146
"2015-04-29",165
"2015-04-30",145
"2015-05-01",183
"2015-05-02",145
"2015-05-03",167
"2015-05-04",144
"2015-05-05",150
"2015-05-06",145
"2015-05-07",178
"2015-05-08",167
"2015-05-09",137
"2015-05-10",159
"2015-05-11",149
"2015-05-12",164
"2015-05-13",179
"2015-05-14",171
"2015-05-15",169
"2015-05-16",173
"2015-05-17",155
"2015-05-18",153
"2015-05-19",160
"2015-05-20",139
"2015-05-21",155
"2015-05-22",182
"2015-05-23",179
"2015-05-24",134
"2015-05-25",124
"2015-05-26",162
"2015-05-27",158
"2015-05-28",174
"2015-05-29",192
"2015-05-30",161
"2015-05-31",133
"2015-06-01",180
"2015-06-02",170
"2015-06-03",154
"2015-06-04",166
"2015-06-05",168
"2015-06-06",166
"2015-06-07",137
"2015-06-08",151
"2015-06-09",161
"2015-06-10",171
"2015-06-11",159
"2015-06-12",187
"2015-06-13",178
"2015-06-14",169
"2015-06-15",185
"2015-06-16",185
"2015-06-17",165
"2015-06-18",159
"2015-06-19",199
"2015-06-20",174
"2015-06-21",146
"2015-06-22",179
"2015-06-23",171
"2015-06-24",175
"2015-06-25",164
"2015-06-26",166
"2015-06-27",156
"2015-06-28",139
"2015-06-29",156
"2015-06-30",178
"2015-07-01",186
"2015-07-02",151
"2015-07-03",179
"2015-07-04",150
"2015-07-05",167
"2015-07-06",161
"2015-07-07",176
"2015-07-08",171
"2015-07-09",155
"2015-07-10",196
"2015-07-11",168
"2015-07-12",167
"2015-07-13",177
"2015-07-14",191
"2015-07-15",199
"2015-07-16",159
"2015-07-17",186
"2015-07-18",167
"2015-07-19",163
"2015-07-20",186
"2015-07-21",168
"2015-07-22",175
"2015-07-23",196
"2015-07-24",204
"2015-07-25",177
"2015-07-26",148
"2015-07-27",212
"2015-07-28",172
"2015-07-29",157
"2015-07-30",160
"2015-07-31",173
"2015-08-01",268
"2015-08-02",177
"2015-08-03",170
"2015-08-04",162
"2015-08-05",169
"2015-08-06",192
"2015-08-07",198
"2015-08-08",184
"2015-08-09",160
"2015-08-10",190
"2015-08-11",170
"2015-08-12",177
"2015-08-13",160
"2015-08-14",181
"2015-08-15",181
"2015-08-16",179
"2015-08-17",170
"2015-08-18",179
"2015-08-19",188
"2015-08-20",192
"2015-08-21",214
"2015-08-22",159
"2015-08-23",171
"2015-08-24",154
"2015-08-25",185
"2015-08-26",189
"2015-08-27",200
"2015-08-28",207
"2015-08-29",153
"2015-08-30",172
"2015-08-31",176
"2015-09-01",200
"2015-09-02",169
"2015-09-03",227
"2015-09-04",200
"2015-09-05",171
"2015-09-06",162
"2015-09-07",160
"2015-09-08",174
"2015-09-09",167
"2015-09-10",156
"2015-09-11",151
"2015-09-12",158
"2015-09-13",143
"2015-09-14",203
"2015-09-15",178
"2015-09-16",176
"2015-09-17",183
"2015-09-18",188
"2015-09-19",184
"2015-09-20",183
"2015-09-21",157
"2015-09-22",146
"2015-09-23",197
"2015-09-24",167
"2015-09-25",161
"2015-09-26",161
"2015-09-27",148
"2015-09-28",173
"2015-09-29",157
"2015-09-30",177
"2015-10-01",183
"2015-10-02",185
"2015-10-03",149
"2015-10-04",142
"2015-10-05",165
"2015-10-06",168
"2015-10-07",141
"2015-10-08",161
"2015-10-09",195
"2015-10-10",173
"2015-10-11",142
"2015-10-12",157
"2015-10-13",162
"2015-10-14",176
"2015-10-15",190
"2015-10-16",170
"2015-10-17",182
"2015-10-18",111
"2015-10-19",182
"2015-10-20",185
"2015-10-21",189
"2015-10-22",152
"2015-10-23",163
"2015-10-24",180
"2015-10-25",175
"2015-10-26",178
"2015-10-27",151
"2015-10-28",160
"2015-10-29",165
"2015-10-30",165
"2015-10-31",157
"2015-11-01",186
"2015-11-02",154
"2015-11-03",167
"2015-11-04",173
"2015-11-05",180
"2015-11-06",174
"2015-11-07",168
"2015-11-08",163
"2015-11-09",160
"2015-11-10",129
"2015-11-11",134
"2015-11-12",156
"2015-11-13",159
"2015-11-14",175
"2015-11-15",155
"2015-11-16",163
"2015-11-17",143
"2015-11-18",164
"2015-11-19",150
"2015-11-20",163
"2015-11-21",124
"2015-11-22",112
"2015-11-23",148
"2015-11-24",135
"2015-11-25",146
"2015-11-26",99
"2015-11-27",163
"2015-11-28",137
"2015-11-29",125
"2015-11-30",159
"2015-12-01",155
"2015-12-02",169
"2015-12-03",173
"2015-12-04",162
"2015-12-05",150
"2015-12-06",149
"2015-12-07",179
"2015-12-08",186
"2015-12-09",172
"2015-12-10",172
"2015-12-11",190
"2015-12-12",164
"2015-12-13",182
"2015-12-14",192
"2015-12-15",194
"2015-12-16",173
"2015-12-17",187
"2015-12-18",172
"2015-12-19",164
"2015-12-20",152
"2015-12-21",159
"2015-12-22",185
"2015-12-23",204
"2015-12-24",131
"2015-12-25",87
"2015-12-26",129
"2015-12-27",159
"2015-12-28",126
"2015-12-29",147
"2015-12-30",130
"2015-12-31",133
"2016-01-01",130
"2016-01-02",131
"2016-01-03",148
"2016-01-04",135
"2016-01-05",154
"2016-01-06",146
"2016-01-07",165
"2016-01-08",161
"2016-01-09",128
"2016-01-10",118
"2016-01-11",118
"2016-01-12",117
"2016-01-13",141
"2016-01-14",152
"2016-01-15",168
"2016-01-16",133
"2016-01-17",97
"2016-01-18",114
"2016-01-19",139
"2016-01-20",161
"2016-01-21",154
"2016-01-22",176
"2016-01-23",177
"2016-01-24",141
"2016-01-25",166
"2016-01-26",123
"2016-01-27",153
"2016-01-28",164
"2016-01-29",173
"2016-01-30",171
"2016-01-31",131
"2016-02-01",160
"2016-02-02",124
"2016-02-03",144
"2016-02-04",130
"2016-02-05",149
"2016-02-06",143
"2016-02-07",130
"2016-02-08",133
"2016-02-09",130
"2016-02-10",104
"2016-02-11",139
"2016-02-12",149
"2016-02-13",137
"2016-02-14",90
"2016-02-15",108
"2016-02-16",149
"2016-02-17",125
"2016-02-18",175
"2016-02-19",181
"2016-02-20",126
"2016-02-21",138
"2016-02-22",135
"2016-02-23",143
"2016-02-24",129
"2016-02-25",145
"2016-02-26",162
"2016-02-27",153
"2016-02-28",121
"2016-02-29",151
"2016-03-01",168
"2016-03-02",138
"2016-03-03",140
"2016-03-04",144
"2016-03-05",163
"2016-03-06",141
"2016-03-07",165
"2016-03-08",159
"2016-03-09",125
"2016-03-10",149
"2016-03-11",165
"2016-03-12",166
"2016-03-13",135
"2016-03-14",141
"2016-03-15",157
"2016-03-16",143
"2016-03-17",171
"2016-03-18",161
"2016-03-19",147
"2016-03-20",136
"2016-03-21",126
"2016-03-22",148
"2016-03-23",155
"2016-03-24",130
"2016-03-25",169
"2016-03-26",148
"2016-03-27",126
"2016-03-28",151
"2016-03-29",150
"2016-03-30",179
"2016-03-31",164
"2016-04-01",179
"2016-04-02",146
"2016-04-03",170
"2016-04-04",152
"2016-04-05",147
"2016-04-06",148
"2016-04-07",151
"2016-04-08",150
"2016-04-09",160
"2016-04-10",145
"2016-04-11",136
"2016-04-12",156
"2016-04-13",123
"2016-04-14",151
"2016-04-15",198
"2016-04-16",155
"2016-04-17",138
"2016-04-18",168
